timestamp,timeframe,category,rank,address,pnl,volume,userName
2026-05-30 06:26:03,day,overall,1,0x492442eab586f242b53bda933fd5de859c8a3782,208126.42995000305,0.0,0x492442EaB586F242B53bDa933fD5dE859c8A3782-1766317541188
2026-05-30 06:26:03,day,overall,2,0xfe787d2da716d60e8acff57fb87eb13cd4d10319,198518.3119290555,1495227.3887340005,ferrariChampions2026
2026-05-30 06:26:03,day,overall,3,0x6211f97a76ed5c4b1d658f637041ac5f293db89e,191750.64604999998,0.0,Tiger200
2026-05-30 06:26:03,day,overall,4,0x26437896ed9dfeb2f69765edcafe8fdceaab39ae,156643.8515076493,357917.92,Latina
2026-05-30 06:26:03,day,overall,5,0x2c335066fe58fe9237c3d3dc7b275c2a034a0563,82292.99944034003,607519.1847989999,0x2c335066FE58fe9237c3d3Dc7b275C2a034a0563-1759935795465
2026-05-30 06:26:03,day,overall,6,0x4bff30af91642dc7d2b19a8664378fe55c45fc26,80998.66815793514,20862.47,Sassy-Bucket
2026-05-30 06:26:03,day,overall,7,0xb91aeb5accc33a5f9a8615b8ed6b2d352e913987,77473.19362923404,14946.811488000001,afghj2421
2026-05-30 06:26:03,day,overall,8,0xb45a797faa52b0fd8adc56d30382022b7b12192c,70112.25641763932,114352.4151,bcda
2026-05-30 06:26:03,day,overall,9,0xb2a3623364c33561d8312e1edb79eb941c798510,62136.662734849844,0.0,aekghas
2026-05-30 06:26:03,day,overall,10,0xf284ad6d607f777f34bc643cea587c33a886b9f9,56330.63733750974,243955.6345,strike123
2026-05-30 06:26:03,day,overall,11,0xcd65c3279408a33866a9129bed6943064cb6ee96,55162.795822196174,0.0,NiNo999
2026-05-30 06:26:03,day,overall,12,0x03e8a544e97eeff5753bc1e90d46e5ef22af1697,54612.80902329413,0.0,weflyhigh
2026-05-30 06:26:03,day,overall,13,0x84cfffc3f16dcc353094de30d4a45226eccd2f63,51015.26357636601,462454.76175999985,mooseborzoi
2026-05-30 06:26:03,day,overall,14,0x5966db1fe50763c9e3c014d756369bad07e1f804,47616.86696649436,162925.278269,0x5966Db1fE50763C9e3C014d756369BAd07E1F804-1777648534241
2026-05-30 06:26:03,day,overall,15,0xbd14b65383c15e0b0f64944ca000f9a2bc5dd62a,44083.491942711174,20134.675392,
2026-05-30 06:26:03,day,overall,16,0x0f0223dc4b5c68f345ac4f0444f2955740b85bfb,35847.555105729814,0.0,0x0F0223dC4b5C68f345Ac4F0444f2955740B85bfB-1779940201096
2026-05-30 06:26:03,day,overall,17,0xf9c1190aa8184bcbe418e6f5321c53b0bfbc39e2,33084.65620978504,115994.14448799999,AdrianCronauer
2026-05-30 06:26:03,day,overall,18,0xd48a81db62f742c4e42d86dfc23a7ee345366e90,31071.12940513307,29721.195240000005,NiFengFanPan
2026-05-30 06:26:03,day,overall,19,0x8fba2c29715c41dd87e781c23373aa1e0549d08a,30320.059112706032,0.0,abura2025
2026-05-30 06:26:03,day,overall,20,0xe5efd6543002653b2eef940d8254911862ad9e7a,30047.79756355755,230759.276861,0xE5efD6543002653B2EEF940d8254911862aD9e7A-1729599643232
2026-05-30 06:26:03,day,overall,21,0xbddf61af533ff524d27154e589d2d7a81510c684,29213.80573723186,666707.419323,Countryside
2026-05-30 06:26:03,day,overall,22,0x5d0f03cf1243a3e21262d6cf844795afd9fff0ad,29061.767008982573,0.0,EB99999
2026-05-30 06:26:03,day,overall,23,0xb1889886a55ec6c684948e014f7b18693bb78d5b,27916.116022812035,0.0,loulou2
2026-05-30 06:26:03,day,overall,24,0xb687f00464e33934f5d591f224e71c3559ecaee5,25743.643293321547,5044209.359161002,alwayslatetotheparty
2026-05-30 06:26:03,day,overall,25,0xef1bfe068ea3eb4c357d95805baf1050fd528697,23392.025207205545,111038.667492,devilbanker
2026-05-30 06:26:03,day,overall,26,0x35353a3a2988c7c26e53849d602be60df49aa775,23052.335685,42530.149997,theboss2
2026-05-30 06:26:03,day,overall,27,0x21f333307ac6d2e65ac82f014b3dd2b64cbc35e3,22817.96992927848,38049.414082,hi774c
2026-05-30 06:26:03,day,overall,28,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,20035.30336951837,501714.14597400004,RN1
2026-05-30 06:26:03,day,overall,29,0xb9c7d35d1f04d08624fabcfd3b6cee2d3c9baade,19848.646664307766,750.4588859999999,taylorsversion
2026-05-30 06:26:03,day,overall,30,0x1117eade222413335b7ec959e5b48c1d3dbc3532,19155.973604500097,29594.671894999992,benwyatt
2026-05-30 06:26:03,day,overall,31,0xd38c0b69a74f65bddfc4fc9548dec09c20251128,18952.142764418066,0.0,0xD38c0B69A74F65bddFC4fc9548dEc09C20251128-1766211200820
2026-05-30 06:26:03,day,overall,32,0xb8532690dbc86a879d07cee40f99b9c50a520d33,18622.69273383072,113303.678,Exterminatormoney
2026-05-30 06:26:03,day,overall,33,0x5268527977f700f9bf9b6d5cd843859e4e70135d,18498.51698336861,788955.563385,HomeRunHazard
2026-05-30 06:26:03,day,overall,34,0xeed588bab0b0df73a9a6def7a59e512e9ede1a33,18034.19231551001,0.0,mohahaha
2026-05-30 06:26:03,day,overall,35,0xe5f0ae9cc9aef77ae3c2a64c9e69caa3f335dc1d,17581.53341238244,0.0,0xE5F0AE9cc9aeF77ae3c2A64c9E69caa3F335dc1d-1773531520731
2026-05-30 06:26:03,day,overall,36,0xab828a2bcb4a5a93a94cdeedf3cb70b6211babe5,17377.131497945113,15327.0,Lk1101x
2026-05-30 06:26:03,day,overall,37,0xa1e49df328c092e2ddee81631265712009cc4f8a,17301.114456899577,80639.16974099999,Moneki
2026-05-30 06:26:03,day,overall,38,0x594d0c9a3eb7f958b9fc100e3088ffc5de99059d,16885.051874999976,0.0,
2026-05-30 06:26:03,day,overall,39,0x9703676286b93c2eca71ca96e8757104519a69c2,16714.84944295362,83250.601256,TheMangler
2026-05-30 06:26:03,day,overall,40,0x8c80d213c0cbad777d06ee3f58f6ca4bc03102c3,16384.415355980047,0.0,SecondWindCapital
2026-05-30 06:26:03,day,overall,41,0x5739ddf8672627ce076eff5f444610a250075f1a,16320.262834797197,1.04165,hopedieslast
2026-05-30 06:26:03,day,overall,42,0x37e4728b3c4607fb2b3b205386bb1d1fb1a8c991,16200.319863218687,123012.378585,SemyonMarmeladov
2026-05-30 06:26:03,day,overall,43,0xbd0477e08d82d35a855ff19644a88a9213d8fbb0,15307.55038075451,93847.80741099999,yuhyuhyuhy352352
2026-05-30 06:26:03,day,overall,44,0x320c6e036566f9a06bfbdc255b4c22dc689b0279,15271.228151999998,21849.719999999998,
2026-05-30 06:26:03,day,overall,45,0x7a8885c8dc075f0578b648f29fa233408a7d41cc,14915.573837514923,3715.810828,stackingsats
2026-05-30 06:26:03,day,overall,46,0xee20d0360b8f74c978cc6b8e2b7db88f43024b3c,14093.189012424711,69586.36303499999,GA485
2026-05-30 06:26:03,day,overall,47,0x0d2d845a6ff64e31e04a70afce8a573940767ff5,13649.54662099118,201433.361344,HeavyP1sser
2026-05-30 06:26:03,day,overall,48,0x43372356634781eea88d61bbdd7824cdce958882,13607.820371710795,56636.17286499999,Anjun
