timestamp,timeframe,category,rank,address,pnl,volume,userName
2026-05-03 06:08:13,day,overall,1,0x9f2fe025f84839ca81dd8e0338892605702d2ca8,274232.86362944933,229628.25000000003,surfandturf
2026-05-03 06:08:13,day,overall,2,0x492442eab586f242b53bda933fd5de859c8a3782,262533.426099997,235260.4,0x492442EaB586F242B53bDa933fD5dE859c8A3782-1766317541188
2026-05-03 06:08:13,day,overall,3,0x2a2c53bd278c04da9962fcf96490e17f3dfb9bc1,222773.65362758804,1059072.9329310001,0x2a2C53bD278c04DA9962Fcf96490E17F3DfB9Bc1-1772479215461
2026-05-03 06:08:13,day,overall,4,0x84cfffc3f16dcc353094de30d4a45226eccd2f63,202301.3302488209,337802.830335,mooseborzoi
2026-05-03 06:08:13,day,overall,5,0xa71093cafc0c099b4ccab24c3cb8018d817923c4,160969.09527628403,0.0,Talvez10
2026-05-03 06:08:13,day,overall,6,0xe48109602719f95c247fec255ffb71bab3f985a3,101997.40029599998,264.97040000000004,trade-via-Gravia
2026-05-03 06:08:13,day,overall,7,0x03e8a544e97eeff5753bc1e90d46e5ef22af1697,96234.02267894894,0.0,weflyhigh
2026-05-03 06:08:13,day,overall,8,0x033f0346c007323030eb420305ffede19a95618e,82678.94381587656,3054.36,TheVeryGoodCow
2026-05-03 06:08:13,day,overall,9,0xa5ea13a81d2b7e8e424b182bdc1db08e756bd96a,81814.6351130046,134218.62305100003,bossoskil1
2026-05-03 06:08:13,day,overall,10,0xa8e089ade142c95538e06196e09c85681112ad50,62517.438775392075,443863.59144700004,Wannac
2026-05-03 06:08:13,day,overall,11,0xb652e5dabc3fccd3c939acab0108f99866842db4,60600.78451920097,104534.95999999999,0x2a2C53bD278c04DA9962Fcf96490E17F3DfB9B
2026-05-03 06:08:13,day,overall,12,0x8740bd5653381dfef90bbda456e871a54c676fac,60066.13980003113,98457.59743,ERN993
2026-05-03 06:08:13,day,overall,13,0x6ac5bb06a9eb05641fd5e82640268b92f3ab4b6e,50607.82434523744,73803.11793499999,Lakersfan111
2026-05-03 06:08:13,day,overall,14,0x68146921df11eab44296dc4e58025ca84741a9e7,50032.78900296727,421077.262634,LynxTitan
2026-05-03 06:08:13,day,overall,15,0x85f031d069de300055900c4055c1baeb6bde3f67,48101.25957855815,1220.4187430000002,RJW1
